Interactor_A	Interactor_B
Spindly	RpS10b
Spindly	Zwilch
CG3107	CG7668
CG11474	CG17746
CG11474	Atg8a
CG11474	stai
Swt1	Ald2
Swt1	Syp
Swt1	Pdss2
Swt1	Lst8
Swt1	Pcyt2
Swt1	CG10949
Swt1	Cyp6a13
Ald2	Mhc
CG1513	CG9205
CG1513	CG33523
CG1513	GAPcenA
CG1513	Sk2
CG1513	S6kII
CG1513	Lkb1
CG1513	foxo
GlnRS	AIMP1
GlnRS	ArgRS
GlnRS	MetRS
GlnRS	AIMP2
GlnRS	LeuRS
AIMP1	MetRS
AIMP1	AIMP2
AIMP1	Sumo
CG4199	Cisd2
Ype	cDIP
Ype	Hexim
Ype	Hou
Ype	CG7611
Ype	Larp7
cDIP	DIP-gamma
cDIP	dpr11
cDIP	DIP-epsilon
cDIP	dpr1
cDIP	dpr10
cDIP	dpr8
cDIP	DIP-delta
cDIP	DIP-theta
cDIP	DIP-beta
cDIP	dpr2
cDIP	dpr12
cDIP	dpr6
cDIP	dpr7
cDIP	DIP-zeta
cDIP	dpr21
cDIP	dpr4
cDIP	orb2
Arpc3A	Arp3
Arpc3A	Arpc4
GstE7	GstE6
GstE7	GstE5
GstE6	GstE5
GstE6	capt
GstE6	Mdh2
GstE6	Nacalpha
GstE6	dUTPase
GstE6	Akr1B
GstE6	Sumo
GstE6	Pdi
Vti1a	Slh
Vti1a	koko
Vti1a	Vamp7
Vti1a	gammaSnap2
Vti1a	Snap24
Vti1a	sau
CG12177	Swip-1
EndoG	Diap1
Surf4	CG8195
Surf4	Tango9
Surf4	CG31729
Surf4	CG11857
Surf4	SERCA
Surf4	Rdh1
Surf4	Sec61alpha
Surf4	CG2070
Surf4	ZnT63C
Surf4	CG13887
Surf4	Mec2
Surf4	spidey
Surf4	jagn
Surf4	Mcad
Surf4	CG5447
Surf4	CG15098
Surf4	Sc2
Surf4	Ostgamma
Surf4	MRP
Surf4	OstDelta
Surf4	Tapdelta
Surf4	CG13220
Surf4	Kr-h2
Surf4	KdelR
Surf4	grh
Surf4	CG3164
c12.1	sima
AnxB10	PHGPx
AnxB10	CG15084
AnxB10	CG7675
AnxB10	Srlp
AnxB10	Nacalpha
AnxB10	Dera
AnxB10	Usp39
AnxB10	UbcE2M
AnxB10	Corp
AnxB10	CG11842
AnxB10	CG9672
AnxB10	ND-20
AnxB10	Aos1
AnxB10	CG2004
AnxB10	SelT
AnxB10	Naa20A
AnxB10	Prosbeta6
AnxB10	Prosalpha4
AnxB10	14-3-3epsilon
AnxB10	dUTPase
AnxB10	CG1910
AnxB10	Nlp
AnxB10	CG15717
AnxB10	Prosalpha1
AnxB10	Uch
AnxB10	Sh3beta
AnxB10	cib
AnxB10	CG7054
AnxB10	Akr1B
AnxB10	CG8993
AnxB10	Eb1
AnxB10	Fkbp14
AnxB10	Hsc70Cb
AnxB10	CG8036
AnxB10	Trxr-1
AnxB10	GstO3
AnxB10	Pgk
AnxB10	capt
AnxB10	Cyp1
AnxB10	Gapdh1
AnxB10	Gdi
AnxB10	Fim
AnxB10	Moe
AnxB10	eEF2
AnxB10	Df31
AnxB10	Sod1
AnxB10	Prosbeta7
AnxB10	Trx-2
AnxB10	Prosbeta3
AnxB10	Prosbeta5
AnxB10	ATPsynCF6
AnxB10	p23
AnxB10	eEF1delta
AnxB10	fabp
AnxB10	regucalcin
AnxB10	Clic
AnxB10	14-3-3zeta
AnxB10	Calr
AnxB10	Stip1
AnxB10	scf
AnxB10	ERp60
AnxB10	Ntf-2
AnxB10	awd
AnxB10	Inos
AnxB10	CG5174
AnxB10	Prosalpha2
AnxB10	dod
AnxB10	CG4598
AnxB10	PCNA
AnxB10	Fkbp12
AnxB10	Mdh2
AnxB10	GstE6
AnxB10	CG14715
AnxB10	Nph
AnxB10	Hsp83
AnxB10	Pglym78
AnxB10	porin
AnxB10	Pgd
AnxB10	Prx2540-2
AnxB10	scu
AnxB10	yip2
AnxB10	ATPsynbeta
AnxB10	Prosalpha7
AnxB10	RhoGDI
AnxB10	HINT1
AnxB10	Bacc
AnxB10	Phb1
AnxB10	CG11267
AnxB10	CG13887
AnxB10	CG5355
AnxB10	HmgD
AnxB10	Eno
AnxB10	Akap200
AnxB10	CG2852
AnxB10	EndoGI
AnxB10	Jupiter
AnxB10	CG10638
AnxB10	Tctp
AnxB10	Chd64
AnxB10	chic
AnxB10	Prosalpha6
AnxB10	Sumo
AnxB10	PHDP
AnxB10	Glo1
AnxB10	eEF5
AnxB10	TER94
AnxB10	Pdi
GstD1	GstD10
GstD1	GstD4
GstD1	GstD7
GstD1	GstD5
GstD1	GstD9
GstD1	GstD2
GstD1	GstD8
GstD1	CycG
GstD1	CG3645
Arfrp1	Vps29
CG6340	CG8026
CG6340	CG10209
CG6340	Pcyt2
CG6340	Pdss2
CG6340	CG10949
CG6340	CG9890
Trp1	Hpd
Trp1	TwdlF
Hpd	beta4GalNAcTB
CG14232	CG9356
CG14232	Rtnl1
CG14232	pan
Mdh2	Prosalpha1
Mdh2	Mhc
Mdh2	Sumo
Mdh2	wupA
Mdh2	eEF5
Mdh2	Fum1
Mdh2	TER94
Mdh2	Pdi
Eno	CG8993
Eno	regucalcin
Eno	eEF1delta
Eno	fabp
Eno	Mlc2
Eno	Gdi
Eno	Gapdh2
Eno	scf
Eno	Akap200
Eno	Fkbp14
Eno	Sod2
Eno	Bacc
Eno	yip2
Eno	Sod1
Eno	Prosbeta5
Eno	CG14715
Eno	Pgd
Eno	PCNA
Eno	GstE6
Eno	PHGPx
Eno	kdn
Eno	14-3-3epsilon
Eno	ATPsynbeta
Eno	Nlp
Eno	GstO3
Eno	Cyp1
Eno	EndoGI
Eno	Nacalpha
Eno	porin
Eno	Nph
Eno	Uch
Eno	dUTPase
Eno	Pgk
Eno	Mdh2
Eno	Trx-2
Eno	Gpdh1
Eno	Hsc70Cb
Eno	Fkbp12
Eno	Tctp
Eno	Pglym78
Eno	Trxr-1
Eno	Scp1
Eno	GstS1
Eno	Ntf-2
Eno	Akr1B
Eno	CG8036
Eno	Moe
Eno	Calr
Eno	Sh3beta
Eno	CG11267
Eno	CG4598
Eno	capt
Eno	Mlc1
Eno	Tm2
Eno	ATPsynCF6
Eno	mAcon1
Eno	Prx2540-2
Eno	CG10638
Eno	scu
Eno	Prosalpha1
Eno	Chd64
Eno	HINT1
Eno	Df31
Eno	RhoGDI
Eno	CG2852
Eno	Stip1
Eno	cib
Eno	Inos
Eno	Sumo
Eno	Mer
Eno	tud
Eno	eEF5
Eno	Pdi
CG8993	Mdh2
CG8993	Sh3beta
CG8993	Trxr-2
CG8993	CG10638
CG8993	fabp
CG8993	Trx-2
CG8993	GstO3
CG8993	Sumo
Nt5b	Nacalpha
trsn	Trax
Pomp	PSMG1
Pomp	CG12321
Pomp	Ufd1
Pomp	Prosbeta7
Pomp	Prosalpha3
Pomp	Prosalpha6
Pomp	Prosalpha2
Pomp	Prosalpha1
Pomp	CG13319
Pomp	CG14480
Prx2540-2	Srlp
Prx2540-2	Jupiter
Prx2540-2	Nph
Prx2540-2	Akr1B
Prx2540-2	CG2767
Prx2540-2	Nacalpha
Prx2540-2	Prosalpha6
Prx2540-2	CG11267
Prx2540-2	yip2
Prx2540-2	CG2852
Prx2540-2	Sh3beta
Prx2540-2	Chd64
Prx2540-2	CG8036
Prx2540-2	p23
Prx2540-2	CG9391
Prx2540-2	CG8993
Prx2540-2	capt
Prx2540-2	dj-1beta
Prx2540-2	GstO3
Prx2540-2	fabp
Prx2540-2	GstT1
Prx2540-2	CG10638
Prx2540-2	kdn
Prx2540-2	Trx-2
Prx2540-2	PHGPx
Prx2540-2	Pgk
Prx2540-2	CG14715
Prx2540-2	Mdh2
Prx2540-2	CG9705
Prx2540-2	GstE6
Prx2540-2	dUTPase
Prx2540-2	Prosalpha1
Prx2540-2	RhoGDI
Prx2540-2	Sumo
Prx2540-2	eEF5
Prx2540-2	TER94
Prx2540-2	Pdi
Use1	alphaSnap
Use1	Syx18
Use1	Bet1
Use1	Sec22
Use1	Syx13
Use1	Gos28
Use1	Syx8
Use1	Membrin
Use1	Vti1a
Use1	Ykt6
Use1	Sec20
Use1	koko
Use1	Slh
Use1	Vamp7
Use1	Nsf2
Use1	gammaSnap2
Use1	Snap24
Use1	Syx7
Use1	Seipin
CG6870	Cpr64Aa
CG34132	Myc
Prosbeta4R1	Prosalpha6
Prosbeta4R1	Prosalpha3
dgt5	dgt6
dgt5	msd1
dgt5	msd5
dgt5	dgt3
dgt5	wac
dgt5	mars
Membrin	Bet1
Membrin	Vti1a
Membrin	Ykt6
Membrin	koko
Membrin	Slh
Membrin	Vamp7
Membrin	Nsf2
Membrin	Snap24
Membrin	gammaSnap2
Membrin	Syx7
Sec61alpha	Tango9
Sec61alpha	Pp2A-29B
Sec61alpha	SERCA
Sec61alpha	UQCR-C2
Sec61alpha	Karybeta3
Sec61alpha	Kr-h2
Sec61alpha	KdelR
Sec61alpha	Fatp1
Sec61alpha	Vps4
Sec61alpha	CCT8
Sec61alpha	CG3164
CG14207	Spc25
CG14207	CG10581
CG14207	Obp56d
CG14207	Mf
CG14207	CG5177
CG14207	Mhc
CG14207	kdn
CG14207	wupA
Spc25	Kmn2
Spc25	Cenp-C
CG7366	Mocs2B
CG7366	zip
Mocs2B	wds
Mocs2B	Ada2a
Mocs2B	Sgf29
Mocs2B	ReepA
Mocs2B	Chrac-14
Mocs2B	Hcf
Mocs2B	Atac3
Mocs2B	lic
Mocs2B	Mocs2A
Mocs2B	CG31974
Pp4-19C	PPP4R2r
Pp4-19C	Tap42
Pp4-19C	CG4666
Pp4-19C	flfl
Pp4-19C	Cenp-C
Pp4-19C	key
Pp4-19C	IKKbeta
PPP4R2r	Cenp-C
dgt4	dgt6
dgt4	dgt2
dgt4	dgt5
dgt4	msd1
dgt4	msd5
dgt4	dgt3
dgt4	wac
ArgRS	AIMP1
ArgRS	MetRS
ArgRS	AIMP2
ArgRS	Sumo
ArgRS	LeuRS
Ufl1	CG10887
Ufl1	CG5862
Ufl1	sick
Ufl1	CG30291
Ufl1	Ubi-p5E
CG10887	CG31954
CG10887	sick
CG15445	achi
CG15445	vis
CG15445	Dlip1
achi	Camp
achi	RpL38
achi	CG42726
achi	Doc3
achi	Zif
achi	CG31955
Nazo	Rtnl1
RnrS	Nemp
RnrS	frm
RnrS	ktub
CG14995	RanBPM
CG14995	Kaz
Sh3beta	Snx3
Sh3beta	CG30339
Sh3beta	CG11267
Sh3beta	CG8036
Sh3beta	Prosalpha6
Sh3beta	Nph
Sh3beta	CG14715
Sh3beta	CG7054
Sh3beta	GstE6
Sh3beta	Tctp
Sh3beta	Pgk
Sh3beta	CG10638
Sh3beta	Nacalpha
Sh3beta	Akr1B
Sh3beta	p23
Sh3beta	capt
Sh3beta	CG2767
Sh3beta	dUTPase
Sh3beta	RhoGDI
Sh3beta	Mdh2
Sh3beta	GstO3
Sh3beta	yip2
Sh3beta	CG9705
Sh3beta	Prosalpha1
Sh3beta	l(2)37Cb
Sh3beta	CG9391
Sh3beta	Jupiter
Sh3beta	Trx-2
Sh3beta	fabp
Sh3beta	Sumo
Sh3beta	Glo1
Sh3beta	eEF5
Sh3beta	TER94
Sh3beta	Pdi
Dim1	Sh3beta
Dim1	Chd64
Dim1	Tep4
Dim1	Sumo
Dim1	CG7271
CG5126	Vha14-1
CG5126	Vha26
OstDelta	Tango9
OstDelta	CG10425
OstDelta	ZnT63C
OstDelta	CG33303
OstDelta	SERCA
OstDelta	CG9467
OstDelta	Karybeta3
OstDelta	Sc2
OstDelta	CG31729
OstDelta	Scamp
OstDelta	Gp93
OstDelta	Cyp12d1-p
OstDelta	Ipo9
OstDelta	UQCR-C2
OstDelta	Pp2A-29B
OstDelta	Spt-I
OstDelta	PMCA
OstDelta	CG11857
OstDelta	ScsbetaA
OstDelta	Mcad
OstDelta	jagn
OstDelta	Gfat2
OstDelta	CG5854
OstDelta	CCT7
OstDelta	Agpat3
OstDelta	p23
OstDelta	Sec61alpha
OstDelta	CG15098
OstDelta	Kr-h2
OstDelta	Gp210
OstDelta	KdelR
OstDelta	FASN1
OstDelta	CCT8
OstDelta	RpS10b
OstDelta	TER94
OstDelta	CG3164
alpha-Est1	Alp12
Dera	CG15084
Dera	Prosalpha2
Dera	Prosalpha6
Dera	Prosbeta7
Dera	psidin
Dera	CG7675
Arc42	Sps1
Arc42	CG11839
Arc42	S6k
Calr	PHGPx
Calr	Nepl3
Calr	Pglym78
Calr	CG17568
Calr	tobi
Calr	Prx2540-2
Calr	flr
Calr	Bacc
Calr	p23
Calr	cib
Calr	Prosalpha1
Calr	fax
Calr	Moe
Calr	fabp
Calr	CG4598
Calr	Df31
Calr	RhoGDI
Calr	CG1910
Calr	Nlp
Calr	Mdh2
Calr	HINT1
Calr	Uch
Calr	CG10265
Calr	CG1092
Calr	CG2918
Calr	Sh3beta
Calr	Stip1
Calr	Gp93
Calr	Trx-2
Calr	CG7054
Calr	14-3-3epsilon
Calr	Eb1
Calr	CG8036
Calr	ERp60
Calr	CG10638
Calr	Chd64
Calr	scf
Calr	Inos
Calr	Trxr-1
Calr	yip2
Calr	regucalcin
Calr	Nacalpha
Calr	eEF1delta
Calr	CG8993
Calr	Ntf-2
Calr	CG14715
Calr	dod
Calr	CG11267
Calr	GstE6
Calr	CaBP1
Calr	Akr1B
Calr	eIF4B
Calr	Fkbp14
Calr	Hsc70Cb
Calr	capt
Calr	Fkbp12
Calr	Tctp
Calr	Fim
Calr	Akap200
Calr	CG6726
Calr	PCNA
Calr	CG2852
Calr	GstO3
Calr	scu
Calr	ATPsynbeta
Calr	EndoGI
Calr	Sumo
Calr	eEF5
Calr	TER94
Calr	Pdi
hbn	RfC4
hbn	Ku80
hbn	RfC3
hbn	Irbp
hbn	CG15047
hbn	lwr
hbn	CG15262
hbn	CG46385
hbn	CG8478
hbn	Hipk
CG33191	CG33523
Naus	Mob4
Naus	Cka
Naus	Rassf
CG1965	CG4849
CG1965	Brr2
Sec20	alphaSnap
Sec20	Syx18
Sec20	Ykt6
Sec20	Gos28
Sec20	Sec22
Sec20	Vti1a
Sec20	Bet1
Sec20	Membrin
Sec20	koko
Sec20	Slh
Sec20	Vamp7
Sec20	Nsf2
Sec20	gammaSnap2
Sec20	Snap24
Sec20	Syx7
PIG-K	PIG-T
PIG-K	PIG-U
PIG-K	GAA1
PIG-K	PIG-S
PIG-T	PIG-S
PIG-T	PIG-U
CG8560	CG6683
CG8560	JMJD6
CG6683	Pdss2
Cyp6a22	orion
Cyp6a22	p53
Sf3a2	Sf3a1
Sf3a2	Sf3b5
Sf3a2	Spc25
Sf3a2	Prp31
Rbbp5	Utx
CG2199	bocks
CG2199	Cpsf6
CG2199	MED11
CG2199	MED17
CG2199	TFAM
CG2199	Ote
CG2199	sima
CG13319	Prosalpha3
CG13319	Prosalpha2
CG13319	Prosalpha1
CG13319	CG14480
CG13319	PSMG1
CG13319	Prosalpha6
CG13319	Prosbeta7
CG13319	CG12321
CG6724	eIF6
CG6724	CG8545
CG6724	l(2)k09848
Cog4	CG12241
Cog4	CG3511
Cog4	Rsph3
CG10949	CG8560
CG10949	CG8026
CG10949	CG10209
CG10949	CG6683
CG10949	Pcyt2
CG10949	Pdss2
CIAPIN1	CG6523
CIAPIN1	CG33672
CG6523	CG33672
CG6523	bin
CG6523	CG14655
CG6523	CG9133
Nsun2	CG17124
Nsun2	capt
Nsun2	Tsc1
Nsun2	sima
Nsun2	Rheb
Nsun2	tRNA:Asp-GTC-3-1
Nsun2	tRNA:Asp-GTC-1-12
Nsun2	tRNA:Asp-GTC-1-2
Nsun2	tRNA:Asp-GTC-1-5
Nsun2	tRNA:Asp-GTC-2-1
Nsun2	tRNA:Asp-GTC-1-8
Nsun2	tRNA:Asp-GTC-1-7
Nsun2	tRNA:Asp-GTC-1-4
Nsun2	tRNA:Asp-GTC-1-9
Nsun2	tRNA:Asp-GTC-1-3
Nsun2	tRNA:Asp-GTC-1-6
Nsun2	tRNA:Asp-GTC-1-1
CG17124	capt
CG17124	Sumo
CG17124	TER94
Mhcl	ssp
Mhcl	rols
SmF	snRNP-U1-C
SmF	snf
SmF	RluA-2
SmF	U2A
SmF	SmD2
SmF	snRNP-U1-70K
SmF	SNRPG
SmF	SmE
SmF	icln
SmF	Smn
SmF	snRNA:U4:38AB
SmF	Sf3b5
Arp10	DCTN4-p62
Arp10	DCTN6-p27
Arp10	DCTN5-p25
Arp10	LRR
Arp10	CG3548
FipoQ	TER94
Nepl3	vret
Nepl3	cbs
Snapin	Dysb
Snapin	Blos2
CG10265	CG6283
CG10265	CG2852
CG10265	CG9684
CG10265	CG7668
CG10265	Chd64
CG10265	Sh3beta
CG10265	fabp
CG10265	PHGPx
CG10265	HIPP1
CG10265	Pdi
eIF4B	TyrRS
eIF4B	CG11771
eIF4B	Mes2
eIF4B	CG31125
eIF4B	CG9377
eIF4B	bmm
eIF4B	CG30344
eIF4B	capt
eIF4B	CG12768
eIF4B	Chd64
HIP-R	CG6432
HIP-R	insb
HIP-R	Ada2b
HIP-R	Pcyt1
HIP-R	daw
HIP-R	Rim2
HIP-R	CG6282
HIP-R	CG32440
HIP-R	CG31206
HIP-R	Gyc89Db
HIP-R	vanin-like
HIP-R	CG7737
HIP-R	RNF220
HIP-R	Cpr49Ac
HIP-R	CG32631
HIP-R	CG5902
HIP-R	Nepl11
HIP-R	GstE10
HIP-R	CG1806
HIP-R	Hibch
HIP-R	CG31882
HIP-R	CG14034
HIP-R	pan
HIP-R	alpha-Est5
HIP-R	CG7492
HIP-R	CG5568
HIP-R	Synd
HIP-R	Hexo1
HIP-R	Wdr92
HIP-R	Yod1
HIP-R	Clic
HIP-R	Gyc89Da
HIP-R	CG1635
HIP-R	CG1532
HIP-R	MsR1
CG6432	Trx-2
Rpn7	Rpn11
Rpn7	Prosbeta5
Rpn7	Prosbeta4
Rpn7	Rpn12
Rpn7	Rpn5
Rpn7	Rpn1
Rpn7	PSMG1
Rpn7	Rpn6
Rpn7	Rpn3
Rpn7	Prosalpha2
Rpn7	Prosalpha3
Rpn7	Rpn13
Rpn7	Rpn9
Rpn7	Rpn2
Rpn7	Prosbeta7
Rpn7	Prosalpha6
Rpn7	Ubqn
Rpn7	bel
dbe	CG5645
CG5645	S6kII
Ssb-c31a	CG3107
Ssb-c31a	PHGPx
Ssb-c31a	eIF1A
Ssb-c31a	CG10657
Ssb-c31a	abs
Ssb-c31a	CG6066
Ssb-c31a	CG7668
Ssb-c31a	ApepP
Ssb-c31a	Prp40
Ssb-c31a	hfp
Ssb-c31a	snRNP-U1-70K
Ssb-c31a	Srrm234
Ssb-c31a	Df31
Ssb-c31a	CG31712
Ssb-c31a	CG4119
Ssb-c31a	CG10265
Ssb-c31a	S6kII
Nopp140	S6kII
Polr3B	Polr3H
Polr3B	Polr1C
Slbp	Nacalpha
Slbp	Cpsf73
CG9581	Gbp2
CG9581	CG11018
CG9581	Jon65Aiv
CG9581	TwdlE
CG9581	vir-1
CG9581	CG17032
CG9581	CG4716
CG9581	CG4702
CG9581	yki
CG9581	sav
CG9581	ds
Chrac-14	Sgf29
Chrac-14	ReepA
Chrac-14	Ada2a
Chrac-14	Top2
Acsx3	asl
ScsbetaG	Arl8
ScsbetaG	krz
ScsbetaG	Tspo
ScsbetaG	SERCA
ScsbetaG	Gp93
ScsbetaG	p23
ScsbetaG	OstDelta
ScsbetaG	Nfs1
ScsbetaG	CG5854
ScsbetaG	AsnRS
ScsbetaG	Pp2A-29B
ScsbetaG	Droj2
ScsbetaG	CG1416
ScsbetaG	CG3008
ScsbetaG	CG33303
ScsbetaG	strat
ScsbetaG	ScsbetaA
ScsbetaG	Ipo9
ScsbetaG	Mec2
ScsbetaG	Rdh1
ScsbetaG	CG1371
ScsbetaG	UQCR-C2
ScsbetaG	GCS2beta
ScsbetaG	spidey
ScsbetaG	Mcad
ScsbetaG	SerRS
ScsbetaG	CCT4
ScsbetaG	MRP
ScsbetaG	Cyp12d1-p
ScsbetaG	UQCR-6.4
ScsbetaG	Gfat2
ScsbetaG	Gale
ScsbetaG	Vha68-2
ScsbetaG	CCT7
ScsbetaG	Kr-h2
ScsbetaG	Gp210
ScsbetaG	FASN1
ScsbetaG	Vps4
ScsbetaG	klhl10
ScsbetaG	Cul3
ScsbetaG	CCT8
ScsbetaG	sima
ScsbetaG	RpS10b
ScsbetaG	Rab1
ScsbetaG	Pen
CG7675	CG11842
CG7675	Prosalpha6
CG7675	Prosalpha2
Kmn1	Nnf1a
Kmn1	Mis12
Kmn1	Ndc80
Kmn1	Nuf2
Kmn1	Spc25
Kmn1	Cenp-C
Kmn1	Nnf1b
Kmn1	Spc105R
Kmn1	Bub1
Nnf1a	Mis12
Nnf1a	Spc25
Nnf1a	Nnf1b
Nnf1a	CG3339
Nnf1a	pic
Nnf1a	Dhc64C
Nnf1a	Spc105R
Nnf1a	Cenp-C
KrT95D	Wdr37
Wdr37	mir-8
CG6550	SERCA
CG6550	betaTub56D
CG6550	Recs1
CG1092	P58IPK
CG1092	PH4alphaEFB
CG1092	Gp93
CG1092	Gp210
CG1092	Pdi
scu	Cog3
scu	loqs
scu	yip2
scu	Prosbeta5
scu	Trx-2
scu	Akap200
scu	GstT1
scu	Mdh2
scu	regucalcin
scu	Nacalpha
scu	CG11267
scu	CG8036
scu	HINT1
scu	CG5174
scu	Ntf-2
scu	GstO3
scu	Sh3beta
scu	RhoGDI
scu	Df31
scu	Chd64
scu	PHGPx
scu	cib
scu	EndoGI
scu	capt
scu	CG5355
scu	Akr1B
scu	Prx2540-2
scu	CG2852
scu	CG10638
scu	Eb1
scu	Pgk
scu	Inos
scu	GstE6
scu	CG14715
scu	Fim
scu	Bacc
scu	Stip1
scu	fabp
scu	Sumo
scu	PQBP1
scu	rswl
scu	mldr
scu	eEF5
scu	Pdi
scu	Cndp2
Snx1	Snx6
row	pzg
row	nxf2
row	Slmap
row	HP1c
row	cmet
row	S6kII
CG17768	CG2021
CG17768	CG9344
CG17768	LSm3
CG17768	CG10418
CG17768	CG6610
CG17768	SmD2
fabp	CG11771
fabp	yip2
fabp	GstE6
fabp	Nacalpha
fabp	Trx-2
fabp	Mdh2
fabp	CG14715
fabp	capt
fabp	Akr1B
fabp	Sumo
fabp	ZIPIC
fabp	Glo1
fabp	eEF5
fabp	TER94
fabp	Pdi
UQCR-C2	SERCA
UQCR-C2	Pp2A-29B
UQCR-C2	Kr-h2
UQCR-C2	KdelR
UQCR-C2	Gp210
UQCR-C2	PyK
UQCR-C2	Fatp1
UQCR-C2	UQCR-11
UQCR-C2	InR
UQCR-C2	ds
UQCR-C2	CCT8
UQCR-C2	S6k
UQCR-C2	S6kII
UQCR-C2	sima
UQCR-C2	RpS10b
UQCR-C2	bor
Gem2	CG14647
Gem2	Tgs1
CG31550	Myc
CG7668	CG6283
CG7668	mib2
CG7668	CG7133
CG7668	HSPC300
CG7668	Scamp
CG7668	CG9684
CG7668	CG14767
CG7668	CG5447
CG7668	Flo2
CG7668	Frl
CG7668	Syx7
CG7668	Rap2l
CG7668	CG3164
Dph1	Dph2
Dph1	p53
CG6674	CG4849
CG6674	CG12320
CG6674	Brr2
CG6674	Wdr92
jagn	CG10425
jagn	Scamp
jagn	Sec61alpha
jagn	Karybeta3
jagn	CG11857
jagn	Ipo9
jagn	PMCA
jagn	SERCA
jagn	CG31729
jagn	Kr-h2
jagn	Rab1
jagn	CG3164
14-3-3zeta	borr
14-3-3zeta	Dsor1
14-3-3zeta	regucalcin
14-3-3zeta	Tango2
14-3-3zeta	nesd
14-3-3zeta	chico
14-3-3zeta	gwl
14-3-3zeta	yki
14-3-3zeta	14-3-3epsilon
14-3-3zeta	Khc-73
14-3-3zeta	dos
14-3-3zeta	Cenp-C
14-3-3zeta	Tsc1
14-3-3zeta	REPTOR
14-3-3zeta	gig
14-3-3zeta	foxo
14-3-3zeta	InR
14-3-3zeta	Tctp
14-3-3zeta	Pi3K68D
14-3-3zeta	Rheb
14-3-3zeta	hemo
14-3-3zeta	S6k
14-3-3zeta	Pten
14-3-3zeta	B4
14-3-3zeta	melt
14-3-3zeta	Elp3
14-3-3zeta	Pi3K21B
14-3-3zeta	rictor
14-3-3zeta	sima
14-3-3zeta	Nrd1
14-3-3zeta	mei-P22
14-3-3zeta	cnk
14-3-3zeta	Hsap\MAPT
14-3-3zeta	Slob
14-3-3zeta	cindr
14-3-3zeta	Hecw
borr	CG17187
borr	CG31278
borr	Incenp
borr	shrb
D12	wds
D12	Atac2
D12	Hcf
D12	Mocs2B
D12	Chrac-14
D12	ReepA
D12	Ada3
D12	NC2beta
D12	Sgf29
D12	MBD-R2
D12	Atac1
D12	Ada2a
D12	Atac3
D12	Uba5
D12	CG31974
SPE	FipoQ
SPE	CG11504
SPE	Tap42
SPE	Lst8
SPE	nwk
SPE	Sil1
CG4709	Prp3
ATPsyndelta	ATPsynF
ATPsyndelta	ATPsynE
ATPsyndelta	Jwa
ATPsyndelta	kdn
ATPsyndelta	CG9662
ATPsyndelta	Cpr78E
CG33129	p38c
CG3793	CG8026
CG3793	Lapsyn
CG3793	Coq6
CG3793	tmod
CG3793	Teh1
CG3793	Vha68-2
CG3793	Pcyt2
CG3793	ICA69
CG3793	JMJD6
CG3793	CG8560
DCTN4-p62	LRR
DCTN4-p62	DCTN5-p25
DCTN4-p62	DCTN6-p27
RpL7-like	CG6712
RpL7-like	RpL24-like
RpL7-like	CG6937
RpL7-like	CG8545
RpL7-like	pit
RpL7-like	l(2)k09848
CG7289	VhaAC45
CG7289	VhaAC39-1
gkt	orb2
gkt	TER94
RpS15Ab	CG1309
RpS15Ab	CG31802
RpS15Ab	Pex14
RpS15Ab	Osi14
RpS15Ab	Bsg
RpS15Ab	CG3565
RpS15Ab	yki
RpS15Ab	Mdh2
RpS15Ab	CG32219
CG2065	ZnT63C
CG2065	CG7668
CG2065	CG10425
CG2065	CG15098
CG2065	UQCR-C2
CG2065	Gp93
CG2065	Sc2
CG2065	Rdh1
CG2065	CG13887
CG2065	SERCA
CG2065	CG3164
Cbp80	Cbp20
Cbp80	Lrpprc2
Cbp80	SmD2
Cbp80	CG13126
Cbp80	Sgf11
Cbp80	Ars2
Cbp80	bsf
Cbp80	betaTub56D
Cbp80	PCID2
Cbp80	xmas
Cbp80	Paip2
Cbp20	spt4
Cbp20	Ars2
Cyp28d1	CG6656
ScsbetaA	lic
ScsbetaA	Gp93
ScsbetaA	CG33303
ScsbetaA	Pp2A-29B
ScsbetaA	SERCA
ScsbetaA	CG5854
ScsbetaA	Gfat2
ScsbetaA	Cyp12d1-p
ScsbetaA	Droj2
ScsbetaA	UQCR-C2
ScsbetaA	Kr-h2
ScsbetaA	Fatp1
ScsbetaA	Cul3
ScsbetaA	soti
ScsbetaA	klhl10
ScsbetaA	CCT8
ScsbetaA	S6kII
ScsbetaA	sima
ScsbetaA	S6k
ScsbetaA	Rab1
Inos	Nt5b
Inos	Snx3
Inos	CG11807
Inos	CG8891
Inos	yip2
Inos	Mdh2
Inos	EndoGI
Inos	RhoGDI
Inos	Sil1
Inos	Bacc
Inos	GstO3
Inos	CG14715
Inos	eEF1delta
Inos	CG7430
Inos	Akr1B
Inos	Prx2540-2
Inos	CG8036
Inos	Hsc70Cb
Inos	CG4598
Inos	CG5355
Inos	CG5174
Inos	flr
Inos	Sh3beta
Inos	capt
Inos	CG8888
Inos	cib
Inos	CG2852
Inos	Spindly
Inos	HINT1
Inos	Akap200
Inos	regucalcin
Inos	CG10638
Inos	PHGPx
Inos	Eb1
Inos	fabp
Inos	Chd64
Inos	Nacalpha
Inos	p23
Inos	Echs1
Inos	Sumo
Inos	yki
Inos	ds
Inos	RpS10b
Inos	eEF5
Inos	cnk
Inos	TER94
Inos	Pdi
